Project_ID,Year,CO2_Reduction_Tons
P168923,2021,1062
P168924,2019,4064
P168925,2024,4609
P168926,2019,3682
P168927,2019,3551
P168928,2018,2569
P168929,2022,3292
P168930,2023,4698
P168931,2023,883
P168932,2023,3647
P168933,2019,1491
P168934,2021,3206
P168935,2021,1782
P168936,2018,62
P168937,2024,3075
P168938,2022,3980
P168939,2023,4875
P168940,2018,738
P168941,2023,605
P168942,2018,2825
P168943,2018,2775
P168944,2020,4659
P168945,2022,587
P168946,2021,1725
P168947,2022,1279
P168948,2024,4664
P168949,2021,1207
P168950,2022,2320
P168951,2019,3179
P168952,2024,459
P168953,2023,3874
P168954,2021,3767
P168955,2018,2414
P168956,2021,553
P168957,2020,128
P168958,2019,856
P168959,2018,2964
P168960,2024,4226
P168961,2018,287
P168962,2019,4481
P168963,2019,3727
P168964,2024,542
P168965,2019,3602
P168966,2023,630
P168967,2023,3468
P168968,2018,3081
P168969,2022,3621
P168970,2023,54
P168971,2021,1310
P168972,2019,3581
P168973,2021,1421
P168974,2023,1640
P168975,2019,1821
P168976,2020,304
P168977,2019,686
P168978,2022,3677
P168979,2022,2178
P168980,2024,1889
P168981,2022,1633
P168982,2022,836
P168983,2019,537
P168984,2018,1351
P168985,2022,2087
P168986,2020,1373
P168987,2020,4136
P168988,2018,2792
P168989,2018,758
P168990,2018,4911
P168991,2022,134
P168992,2018,427
P168993,2024,2718
P168994,2022,2470
P168995,2019,3961
P168996,2023,4081
P168997,2021,500
P168998,2022,3876
P168999,2024,2629
P169000,2024,208
P169001,2020,4699
P169002,2023,3264
P169003,2020,1840
P169004,2021,4407
P169005,2018,1019
P169006,2020,4828
P169007,2018,2632
P169008,2018,800
P169009,2019,4065
P169010,2021,897
P169011,2018,3461
P169012,2022,3388
P169013,2019,1174
P169014,2022,2111
P169015,2021,3155
P169016,2023,4640
P169017,2021,3963
P169018,2024,4339
P169019,2020,3295
P169020,2022,4958
P169021,2022,1311
P169022,2022,4952
P169023,2019,1768
P169024,2022,4232
P169025,2022,4521
P169026,2021,257
P169027,2021,4888
P169028,2020,4602
P169029,2024,1819
P169030,2023,869
P169031,2019,2614
P169032,2019,52
P169033,2018,1921
P169034,2019,2536
P169035,2021,3285
P169036,2020,4946
P169037,2021,1166
P169038,2022,4060
P169039,2023,3147
P169040,2022,2420
P169041,2018,3167
P169042,2022,2720
P169043,2020,484
P169044,2019,3205
P169045,2022,1362
P169046,2022,2602
P169047,2024,4037
P169048,2022,1811
P169049,2018,2086
P169050,2019,459
P169051,2021,3038
P169052,2022,1175
P169053,2021,4780
P169054,2023,4409
P169055,2024,2621
P169056,2018,3703
P169057,2021,4690
P169058,2019,1445
P169059,2020,3421
P169060,2018,4747
P169061,2018,722
P169062,2021,3267
P169063,2021,2256
P169064,2023,1298
P169065,2020,4501
P169066,2020,795
P169067,2024,1184
P169068,2020,3233
P169069,2021,2445
P169070,2022,4568
P169071,2022,1377
P169072,2022,136
P169073,2022,3889
P169074,2021,4444
P169075,2018,1871
P169076,2023,2327
P169077,2023,1568
P169078,2022,4258
P169079,2023,1895
P169080,2022,2006
P169081,2021,3445
P169082,2023,4917
P169083,2020,3870
P169084,2022,4821
P169085,2019,4552
P169086,2019,2923
P169087,2021,575
P169088,2023,511
P169089,2018,960
P169090,2019,1445
P169091,2024,1656
P169092,2021,4620
P169093,2022,2453
P169094,2018,2482
P169095,2018,3981
P169096,2024,4655
P169097,2024,2307
P169098,2023,2536
P169099,2019,1287
P169100,2020,2991
P169101,2023,3096
P169102,2019,393
P169103,2020,4990
P169104,2022,3332
P169105,2020,4264
P169106,2024,4946
P169107,2023,590
P169108,2019,772
P169109,2023,4822
P169110,2021,825
P169111,2018,1359
P169112,2018,582
P169113,2018,470
P169114,2021,2614
P169115,2019,3354
P169116,2024,2621
P169117,2022,4369
P169118,2019,3359
P169119,2019,4780
P169120,2018,1472
P169121,2024,1696
P169122,2021,1947
P169123,2024,1772
P169124,2018,1481
P169125,2018,267
P169126,2020,2101
P169127,2020,1737
P169128,2018,1873
P169129,2019,802
P169130,2019,1345
P169131,2022,3430
P169132,2022,4757
P169133,2024,2566
P169134,2019,2863
P169135,2018,1404
P169136,2018,4880
P169137,2021,388
P169138,2018,3872
P169139,2018,1844
P169140,2019,1999
P169141,2021,3527
P169142,2021,392
P169143,2019,1485
P169144,2019,1335
P169145,2024,2618
P169146,2021,1616
P169147,2023,4060
P169148,2022,2356
P169149,2021,3877
P169150,2018,1312
P169151,2022,2046
P169152,2024,3953
P169153,2022,1120
P169154,2023,2399
P169155,2024,4889
P169156,2019,1814
P169157,2021,4674
P169158,2022,1650
P169159,2023,3072
P169160,2022,733
P169161,2018,3802
P169162,2021,2902
P169163,2019,2450
P169164,2022,2333
P169165,2023,4980
P169166,2019,2705
P169167,2021,641
P169168,2020,1833
P169169,2020,1830
P169170,2023,241
P169171,2021,988
P169172,2022,2214
P169173,2019,1887
P169174,2018,2491
P169175,2021,3555
P169176,2018,4001
P169177,2020,3567
P169178,2023,2611
P169179,2019,1504
P169180,2022,2596
P169181,2020,134
P169182,2023,4973
P169183,2018,977
P169184,2020,4021
P169185,2021,4047
P169186,2022,2155
P169187,2024,2169
P169188,2019,4476
P169189,2022,2678
P169190,2021,4448
P169191,2020,891
P169192,2019,376
P169193,2022,330
P169194,2020,4461
P169195,2022,3789
P169196,2023,91
P169197,2021,4376
P169198,2018,3314
P169199,2023,3788
P169200,2021,4393
P169201,2021,4232
P169202,2019,248
P169203,2024,2897
P169204,2021,4520
P169205,2020,3348
P169206,2022,3643
P169207,2018,1654
P169208,2021,3341
P169209,2018,2444
P169210,2021,343
P169211,2020,2265
P169212,2022,1600
P169213,2020,4166
P169214,2024,2632
P169215,2020,3566
P169216,2023,375
P169217,2019,4218
P169218,2019,2854
P169219,2023,725
P169220,2022,3110
P169221,2018,1478
P169222,2018,279
P169223,2023,3511
P169224,2022,4812
P169225,2020,2099
P169226,2020,113
P169227,2020,4854
P169228,2021,3609
P169229,2021,4501
P169230,2024,2646
P169231,2022,3657
P169232,2023,4694
P169233,2020,1290
P169234,2019,4425
P169235,2019,2283
P169236,2019,1924
P169237,2021,785
P169238,2024,2141
P169239,2023,888
P169240,2024,842
P169241,2021,1988
P169242,2018,2789
P169243,2021,1807
P169244,2021,3660
P169245,2019,1858
P169246,2022,3498
P169247,2018,3883
P169248,2019,3495
P169249,2021,3005
P169250,2021,1779
P169251,2024,1132
P169252,2020,4019
P169253,2018,4526
P169254,2021,2079
P169255,2021,4714
P169256,2019,3137
P169257,2021,3452
P169258,2022,3518
P169259,2020,760
P169260,2023,4503
P169261,2020,3648
P169262,2018,3612
P169263,2018,329
P169264,2021,2630
P169265,2023,3794
P169266,2021,185
P169267,2019,942
P169268,2020,3188
P169269,2021,2942
P169270,2018,3932
P169271,2019,2679
P169272,2024,410
P169273,2020,4383
P169274,2020,2001
P169275,2018,3339
P169276,2022,3017
P169277,2024,633
P169278,2021,280
P169279,2021,1105
P169280,2024,285
P169281,2022,3482
P169282,2021,2872
P169283,2021,3984
P169284,2018,1204
P169285,2023,3962
P169286,2019,3503
P169287,2022,4650
P169288,2023,4082
P169289,2024,2094
P169290,2023,2350
P169291,2018,2858
P169292,2018,946
P169293,2020,77
P169294,2022,3564
P169295,2023,2100
P169296,2023,380
P169297,2018,2897
P169298,2018,3711
P169299,2022,3450
P169300,2018,2877
P169301,2024,1189
P169302,2020,3638
P169303,2020,2556
P169304,2022,2543
P169305,2020,2687
P169306,2019,2606
P169307,2022,1810
P169308,2023,3480
P169309,2024,3270
P169310,2020,4512
P169311,2022,878
P169312,2023,3950
P169313,2024,1455
P169314,2019,3697
P169315,2019,999
P169316,2023,1657
P169317,2021,695
P169318,2020,2957
P169319,2021,1271
P169320,2022,2044
P169321,2022,239
P169322,2022,204
P169323,2020,1784
P169324,2024,3002
P169325,2023,4602
P169326,2022,4667
P169327,2023,2048
P169328,2024,1007
P169329,2021,3190
P169330,2021,4311
P169331,2021,2708
P169332,2022,1650
P169333,2018,4448
P169334,2018,1118
P169335,2022,4988
P169336,2022,2922
P169337,2024,2068
P169338,2022,2121
P169339,2019,1264
P169340,2021,182
P169341,2018,3176
P169342,2020,1868
P169343,2021,4300
P169344,2023,2280
P169345,2020,1743
P169346,2023,2325
P169347,2022,1365
P169348,2021,1365
P169349,2022,3178
P169350,2020,3845
P169351,2019,2815
P169352,2021,2124
P169353,2024,1717
P169354,2019,3194
P169355,2021,4162
P169356,2020,4448
P169357,2020,4488
P169358,2019,1564
P169359,2020,1008
P169360,2018,805
P169361,2019,2058
P169362,2019,4643
P169363,2023,3516
P169364,2022,1399
P169365,2023,96
P169366,2020,3909
P169367,2020,4455
P169368,2018,344
P169369,2021,1643
P169370,2019,4373
P169371,2020,371
P169372,2024,4251
P169373,2022,4093
P169374,2021,1577
P169375,2018,2526
P169376,2019,2805
P169377,2021,1181
P169378,2024,1206
P169379,2019,3660
P169380,2020,3350
P169381,2018,3742
P169382,2021,4403
P169383,2023,645
P169384,2023,1001
P169385,2021,536
P169386,2021,2691
P169387,2019,3714
P169388,2019,3307
P169389,2024,1970
P169390,2024,1280
P169391,2021,4723
P169392,2020,1037
P169393,2022,1968
P169394,2022,3186
P169395,2023,4149
P169396,2018,2623
P169397,2019,574
P169398,2020,2813
P169399,2018,866
P169400,2024,3258
P169401,2024,1874
P169402,2018,1555
P169403,2023,1075
P169404,2022,4755
P169405,2018,3976
P169406,2019,4191
P169407,2024,1183
P169408,2020,1732
P169409,2018,823
P169410,2021,3653
P169411,2024,1860
P169412,2018,2641
P169413,2020,4468
P169414,2020,2525
P169415,2023,2817
P169416,2024,1269
P169417,2021,1421
P169418,2019,865
P169419,2024,4833
P169420,2022,1051
P169421,2022,2970
P169422,2020,1477
P169423,2021,1378
P169424,2020,1190
P169425,2020,3366
P169426,2020,2635
P169427,2019,1616
P169428,2019,4019
P169429,2018,2657
P169430,2024,1639
P169431,2018,1314
P169432,2024,4002
P169433,2023,126
P169434,2023,767
P169435,2019,3637
P169436,2024,3375
P169437,2021,3820
P169438,2021,1603
P169439,2020,1267
P169440,2019,2000
P169441,2021,3150
P169442,2019,436
P169443,2021,858
P169444,2024,4757
P169445,2024,1561
P169446,2019,2476
P169447,2023,2408
P169448,2022,2548
P169449,2021,2991
P169450,2024,3988
P169451,2022,757
P169452,2024,628
P169453,2020,1403
P169454,2019,1122
P169455,2022,1547
P169456,2018,1986
P169457,2022,3780
P169458,2021,4081
P169459,2018,1069
P169460,2019,2974
P169461,2020,4233
P169462,2022,2502
P169463,2023,403
P169464,2021,3013
P169465,2020,2795
P169466,2021,2137
P169467,2019,1694
P169468,2020,3940
P169469,2018,652
P169470,2021,1264
P169471,2020,884
P169472,2018,1570
P169473,2019,3501
P169474,2022,1428
P169475,2020,2261
P169476,2024,4295
P169477,2021,4823
P169478,2018,4730
P169479,2020,4892
P169480,2020,3795
P169481,2019,4834
P169482,2023,3942
P169483,2020,1700
P169484,2020,4382
P169485,2019,1692
P169486,2019,3137
P169487,2019,1022
P169488,2020,179
P169489,2022,3652
P169490,2019,343
P169491,2020,4216
P169492,2021,3178
P169493,2020,3205
P169494,2021,1332
P169495,2024,3547
P169496,2024,1977
P169497,2018,1266
P169498,2023,1187
P169499,2024,180
P169500,2023,4179
P169501,2023,4444
P169502,2020,3225
P169503,2019,2488
P169504,2018,1217
P169505,2020,814
P169506,2022,1323
P169507,2024,3867
P169508,2023,3367
P169509,2020,3058
P169510,2021,1706
P169511,2019,2980
P169512,2021,3038
P169513,2024,1752
P169514,2018,366
P169515,2023,3382
P169516,2023,2190
P169517,2020,3072
P169518,2023,2125
P169519,2020,1233
P169520,2020,1348
P169521,2020,4556
P169522,2019,92
P169523,2019,2351
P169524,2018,2685
P169525,2021,3831
P169526,2020,196
P169527,2023,427
P169528,2023,2515
P169529,2022,262
P169530,2022,1749
P169531,2023,4053
P169532,2021,574
P169533,2018,3664
P169534,2024,2807
P169535,2024,3229
P169536,2022,3949
P169537,2022,4227
P169538,2019,2957
P169539,2022,2847
P169540,2018,817
P169541,2019,2480
P169542,2019,3490
P169543,2023,2313
P169544,2023,1906
P169545,2024,1931
P169546,2023,812
P169547,2019,3503
P169548,2022,1669
P169549,2020,4062
P169550,2018,65
P169551,2020,539
P169552,2021,4363
P169553,2023,757
P169554,2018,3781
P169555,2020,2512
P169556,2019,3547
P169557,2023,3661
P169558,2021,1929
P169559,2021,1808
P169560,2022,4656
P169561,2019,3210
P169562,2018,2138
P169563,2022,1916
P169564,2019,2307
P169565,2018,187
P169566,2022,3269
P169567,2019,4764
P169568,2024,1822
P169569,2022,1217
P169570,2018,667
P169571,2021,4328
P169572,2021,2762
P169573,2023,2572
P169574,2020,1149
P169575,2023,4169
P169576,2024,2279
P169577,2020,4046
P169578,2022,4726
P169579,2022,2940
P169580,2019,4476
P169581,2018,4432
P169582,2022,631
P169583,2023,3495
P169584,2021,3884
P169585,2022,3222
P169586,2018,3622
P169587,2019,2905
P169588,2019,1323
P169589,2021,509
P169590,2024,3652
P169591,2019,932
P169592,2021,2684
P169593,2020,1781
P169594,2024,563
P169595,2019,2081
P169596,2023,357
P169597,2020,2241
P169598,2023,3952
P169599,2021,3218
P169600,2020,4712
P169601,2019,4569
P169602,2021,2086
P169603,2018,2758
P169604,2023,2643
P169605,2022,4376
P169606,2023,2927
P169607,2018,159
P169608,2022,2255
P169609,2021,1901
P169610,2022,4919
P169611,2020,4258
P169612,2019,4886
P169613,2021,3049
P169614,2022,835
P169615,2020,2473
P169616,2023,1670
P169617,2024,4042
P169618,2020,303
P169619,2023,1579
P169620,2021,771
P169621,2024,540
P169622,2019,4774
P169623,2022,3619
P169624,2020,2547
P169625,2020,1719
P169626,2020,3119
P169627,2021,1668
P169628,2019,2091
P169629,2023,1874
P169630,2023,3152
P169631,2022,3834
P169632,2019,1960
P169633,2024,2026
P169634,2024,873
P169635,2018,4889
P169636,2019,2440
P169637,2021,338
P169638,2019,4323
P169639,2019,4367
P169640,2019,3690
P169641,2019,3130
P169642,2024,1069
P169643,2023,4669
P169644,2022,1046
P169645,2021,2343
P169646,2024,845
P169647,2020,1117
P169648,2023,3336
P169649,2021,4395
P169650,2024,2223
P169651,2021,620
P169652,2018,3577
P169653,2023,3144
P169654,2019,413
P169655,2021,1550
P169656,2020,3844
P169657,2022,3805
P169658,2018,3057
P169659,2022,4029
P169660,2022,1750
P169661,2022,3395
P169662,2023,2326
P169663,2019,261
P169664,2019,3452
P169665,2021,1998
P169666,2023,945
P169667,2018,3819
P169668,2024,4875
P169669,2020,1923
P169670,2018,714
P169671,2024,1649
P169672,2018,1952
P169673,2021,4546
P169674,2019,4981
P169675,2018,4527
P169676,2018,2861
P169677,2019,4866
P169678,2020,4715
P169679,2021,1625
P169680,2020,2843
P169681,2023,2844
P169682,2018,3659
P169683,2023,2535
P169684,2018,2059
P169685,2021,4938
P169686,2021,4894
P169687,2024,529
P169688,2018,90
P169689,2018,1940
P169690,2022,3887
P169691,2021,2358
P169692,2023,1324
P169693,2022,397
P169694,2022,510
P169695,2018,328
P169696,2021,4904
P169697,2018,4930
P169698,2022,684
P169699,2020,4787
P169700,2021,4814
P169701,2023,2434
P169702,2019,2150
P169703,2019,2572
P169704,2020,3849
P169705,2018,898
P169706,2020,556
P169707,2024,1214
P169708,2024,4943
P169709,2019,4991
P169710,2023,2410
P169711,2021,4039
P169712,2018,4493
P169713,2023,1095
P169714,2023,889
P169715,2020,2153
P169716,2022,1406
P169717,2019,3218
P169718,2022,117
P169719,2023,582
P169720,2020,4704
P169721,2022,649
P169722,2022,227
P169723,2023,833
P169724,2019,3800
P169725,2019,4244
P169726,2024,2608
P169727,2020,2704
P169728,2024,4921
P169729,2023,2470
P169730,2022,3703
P169731,2020,2521
P169732,2024,4774
P169733,2020,3278
P169734,2022,2782
P169735,2021,894
P169736,2020,3766
P169737,2021,776
P169738,2018,2313
P169739,2023,344
P169740,2020,1334
P169741,2023,781
P169742,2022,756
P169743,2019,2250
P169744,2019,827
P169745,2022,2838
P169746,2020,496
P169747,2020,4807
P169748,2018,4317
P169749,2024,1133
P169750,2020,4043
P169751,2020,647
P169752,2021,4918
P169753,2018,455
P169754,2019,367
P169755,2020,1155
P169756,2019,1284
P169757,2018,3359
P169758,2022,2835
P169759,2021,4233
P169760,2022,3452
P169761,2020,3799
P169762,2024,3949
P169763,2018,1663
P169764,2020,1767
P169765,2020,1475
P169766,2019,4983
P169767,2022,2180
P169768,2018,2530
P169769,2018,2983
P169770,2023,3600
P169771,2024,3947
P169772,2024,1966
P169773,2019,4454
P169774,2018,1209
P169775,2024,4167
P169776,2018,2825
P169777,2019,3349
P169778,2022,2823
P169779,2021,1857
P169780,2023,3738
P169781,2023,1989
P169782,2020,2245
P169783,2021,569
P169784,2023,3348
P169785,2024,2497
P169786,2021,564
P169787,2018,2425
P169788,2020,2825
P169789,2020,1828
P169790,2024,1583
P169791,2024,2559
P169792,2019,593
P169793,2024,2507
P169794,2022,150
P169795,2024,1399
P169796,2018,4367
P169797,2024,3362
P169798,2019,2854
P169799,2024,1153
P169800,2018,2171
P169801,2020,2602
P169802,2023,4733
P169803,2020,2745
P169804,2019,498
P169805,2021,697
P169806,2021,1393
P169807,2018,3941
P169808,2023,4702
P169809,2022,3010
P169810,2022,4577
P169811,2024,2762
P169812,2018,3990
P169813,2018,3504
P169814,2020,2262
P169815,2020,3677
P169816,2022,4170
P169817,2023,4603
P169818,2024,4352
P169819,2021,3593
P169820,2021,1017
P169821,2024,161
P169822,2020,2475
P169823,2020,4563
P169824,2021,1167
P169825,2019,4717
P169826,2022,1838
P169827,2019,779
P169828,2023,1215
P169829,2021,3262
P169830,2021,4180
P169831,2020,1116
P169832,2020,435
P169833,2023,1605
P169834,2022,1972
P169835,2018,3019
P169836,2021,3866
P169837,2019,2763
P169838,2021,4229
P169839,2023,2716
P169840,2020,3864
P169841,2024,1493
P169842,2020,3672
P169843,2022,3452
P169844,2021,4595
P169845,2024,724
P169846,2022,4455
P169847,2023,3845
P169848,2019,1326
P169849,2019,2486
P169850,2024,4036
P169851,2019,4296
P169852,2019,3716
P169853,2018,4070
P169854,2024,1938
P169855,2023,525
P169856,2024,2070
P169857,2022,4462
P169858,2024,3239
P169859,2024,2665
P169860,2021,2045
P169861,2020,1283
P169862,2023,1219
P169863,2023,1764
P169864,2020,720
P169865,2019,2371
P169866,2021,2154
P169867,2024,371
P169868,2024,448
P169869,2021,2399
P169870,2019,1558
P169871,2018,3230
P169872,2018,1815
P169873,2019,4979
P169874,2023,2365
P169875,2020,4665
P169876,2021,2687
P169877,2020,4967
P169878,2020,1078
P169879,2018,1550
P169880,2024,2268
P169881,2018,3012
P169882,2024,3706
P169883,2022,1540
P169884,2019,4899
P169885,2022,3934
P169886,2020,808
P169887,2024,3470
P169888,2022,568
P169889,2022,3772
P169890,2023,1953
P169891,2022,3925
P169892,2019,1403
P169893,2020,1239
P169894,2019,4555
P169895,2020,1645
P169896,2024,1021
P169897,2023,2447
P169898,2018,2696
P169899,2020,2629
P169900,2024,1865
P169901,2022,2064
P169902,2024,922
P169903,2019,830
P169904,2021,4090
P169905,2021,466
P169906,2019,2927
P169907,2023,1557
P169908,2023,2047
P169909,2019,1103
P169910,2023,3248
P169911,2020,4643
P169912,2021,823
P169913,2023,2653
P169914,2022,3066
P169915,2019,2922
P169916,2020,4898
P169917,2022,885
P169918,2020,1751
P169919,2022,4109
P169920,2021,3697
P169921,2019,4676
P169922,2021,2801
P169923,2023,4662
P169924,2022,1370
P169925,2023,1466
P169926,2018,385
P169927,2021,2822
P169928,2021,3231
P169929,2019,431
P169930,2020,1370
P169931,2018,1520
P169932,2018,4750
P169933,2024,550
P169934,2021,3979
P169935,2018,3838
P169936,2019,784
P169937,2022,3403
P169938,2024,504
P169939,2024,1511
P169940,2020,3006
P169941,2022,2718
P169942,2024,4183
P169943,2022,3752
P169944,2018,3893
P169945,2019,1578
P169946,2022,992
P169947,2022,3287
P169948,2019,3807
P169949,2024,2086
P169950,2024,2521
P169951,2023,1470
P169952,2023,4330
P169953,2024,164
P169954,2018,1646
P169955,2020,2313
P169956,2024,817
P169957,2020,2755
P169958,2023,4854
P169959,2019,1204
P169960,2021,4223
P169961,2023,2106
P169962,2022,2486
P169963,2020,1248
P169964,2020,3176
P169965,2023,4402
P169966,2020,3986
P169967,2024,4161
P169968,2018,517
P169969,2021,458
P169970,2021,651
P169971,2022,4926
P169972,2024,2838
P169973,2023,3589
P169974,2021,3297
P169975,2020,1950
P169976,2018,991
P169977,2024,4024
P169978,2018,3292
P169979,2021,4363
P169980,2018,4550
P169981,2024,282
P169982,2019,3845
P169983,2023,3439
P169984,2021,2484
P169985,2021,4587
P169986,2023,3359
P169987,2020,1189
P169988,2018,4530
P169989,2021,707
P169990,2020,2488
P169991,2019,2449
P169992,2018,2519
P169993,2023,4638
P169994,2020,4836
P169995,2024,4913
P169996,2023,2931
P169997,2022,4902
P169998,2022,801
P169999,2018,798
P170000,2021,2174
P170001,2018,4905
P170002,2024,4255
P170003,2020,2998
P170004,2020,3946
P170005,2019,4571
P170006,2018,3706
P170007,2021,2178
P170008,2019,822
P170009,2019,2886
P170010,2019,577
P170011,2023,926
P170012,2020,1557
P170013,2020,807
P170014,2021,3978
P170015,2020,1321
P170016,2018,4937
P170017,2020,806
P170018,2022,2724
P170019,2018,3684
P170020,2019,780
P170021,2018,1262
P170022,2024,384
P170023,2019,689
P170024,2019,3637
P170025,2020,4318
